orders
order_id;customer_id;order_date;total_price
101;387;25.04.2018 07:49:36;72586
102;519;06.11.2019 01:19:29;92505
103;132;19.09.2020 03:27:56;81991
104;209;23.10.2018 00:00:03;71544
105;236;09.09.2018 04:57:59;93047
106;283;14.12.2018 05:37:10;64802
107;542;16.10.2019 08:54:10;40336
108;396;25.07.2020 04:45:08;8671
109;196;18.08.2019 16:47:13;56851
110;237;31.12.2020 16:52:10;7669
111;347;07.05.2019 18:04:29;99056
112;309;28.01.2021 00:12:14;73172
113;2;22.01.2021 21:05:58;33021
114;223;18.05.2019 12:15:18;12074
115;398;21.01.2018 06:02:12;32491
116;345;25.07.2018 06:46:07;52217
117;508;04.12.2019 23:45:36;8214
118;134;24.10.2020 06:39:42;51960
119;68;25.11.2020 07:23:36;96870
120;368;09.08.2018 01:45:21;86762
121;537;27.06.2019 00:48:10;30198
122;403;21.06.2020 03:36:52;98487
123;495;09.03.2020 01:31:31;6662
124;44;29.10.2019 20:08:42;98189
125;260;01.03.2019 15:35:49;61576
126;191;09.02.2018 11:55:52;44290
127;256;19.07.2020 05:02:32;34229
128;4;07.12.2018 17:26:27;29227
129;265;06.04.2018 22:52:27;25865
130;144;20.08.2020 09:37:35;69531
131;348;19.10.2019 20:05:08;66313
132;417;08.01.2019 06:04:11;77081
133;347;02.10.2018 10:00:25;3414
134;391;11.11.2018 11:12:35;3316
135;466;27.10.2019 22:49:41;87970
136;105;06.11.2020 23:04:40;54725
137;121;06.07.2018 10:22:28;36960
138;380;02.11.2020 05:26:42;70780
139;201;30.08.2020 22:26:49;16340
140;497;12.11.2018 22:08:55;80642
141;537;11.12.2020 02:24:45;18749
142;168;24.10.2018 08:30:37;67157
143;276;14.05.2018 15:05:29;99483
144;200;07.05.2019 06:21:23;58171
145;536;15.01.2019 11:37:45;78516
146;281;14.04.2020 12:51:53;96234
147;42;06.08.2020 14:47:32;38810
148;121;11.12.2020 00:39:27;80488
149;548;07.02.2018 08:31:35;7377
150;324;18.03.2018 15:25:08;49758
151;86;22.06.2020 10:26:03;36102
152;504;08.04.2020 18:59:18;78751
153;228;08.12.2020 07:27:39;4653
154;237;17.01.2018 00:37:55;67522
155;10;06.06.2018 06:34:33;75081
156;417;26.07.2019 00:52:04;40422
157;117;10.03.2018 20:32:10;23686
158;31;02.04.2019 06:32:45;87492
159;462;03.03.2019 23:30:19;74628
160;191;30.11.2018 22:03:31;22014
161;355;11.09.2018 19:15:59;63521
162;539;18.04.2018 03:56:12;56786
163;19;13.08.2019 02:30:28;88728
164;63;25.09.2019 18:24:57;4565
165;395;13.11.2020 13:11:10;99144
166;388;26.05.2020 14:28:13;68207
167;311;16.09.2020 13:01:43;23016
168;4;15.11.2018 07:16:46;99535
169;517;06.11.2019 09:48:55;41978
170;2;23.04.2018 21:01:34;21570
171;184;06.03.2019 00:00:10;13956
172;224;18.08.2018 06:06:51;2811
173;13;22.04.2019 07:21:24;17410
174;217;21.10.2020 06:04:37;19603
175;6;12.01.2020 10:25:27;59142
176;75;19.04.2020 03:09:53;66277
177;459;12.01.2018 19:54:59;45488
178;152;11.06.2019 09:12:45;61320
179;335;11.06.2018 12:01:57;66185
180;275;30.12.2020 21:15:10;22254
181;489;07.03.2019 07:11:40;78358
182;353;26.06.2020 18:09:31;63691
183;500;18.03.2018 05:48:01;2866
184;205;09.06.2019 02:29:41;96887
185;196;26.06.2020 14:43:01;29975
186;151;03.11.2019 00:29:23;80304
187;550;25.11.2020 04:53:45;31922
188;454;27.03.2018 00:42:49;70262
189;164;18.04.2018 11:49:07;41713
190;373;10.08.2020 12:58:34;9703
191;402;18.02.2020 01:34:57;72374
192;467;09.01.2021 09:53:49;55884
193;504;18.04.2019 12:40:08;64774
194;209;12.01.2019 20:11:09;91019
195;308;30.09.2019 05:26:49;52043
196;142;26.08.2020 17:46:37;75088
197;165;20.09.2018 11:35:13;65814
198;488;18.02.2019 13:37:42;29145
199;279;01.02.2020 00:28:47;24314
200;370;28.09.2020 23:39:37;90010
201;401;28.03.2019 02:51:43;95560
202;200;03.01.2021 22:52:03;6962
203;544;20.01.2018 17:26:34;26893
204;210;22.02.2018 09:01:42;89407
205;489;09.10.2019 06:11:33;32226
206;241;25.01.2021 21:11:52;6264
207;549;11.11.2019 01:41:53;64248
208;442;14.05.2020 15:36:30;83858
209;421;10.08.2020 23:37:27;24360
210;313;17.09.2019 21:20:34;69347
211;407;18.09.2019 00:28:13;52687
212;8;28.06.2020 03:17:54;94521
213;81;12.11.2019 18:04:08;70471
214;269;12.10.2020 14:41:02;57398
215;16;13.09.2018 02:40:09;89684
216;263;27.05.2020 13:23:38;18038
217;363;01.02.2021 11:22:22;15847
218;469;11.12.2019 17:21:09;22038
219;369;11.05.2020 05:58:45;26877
220;520;11.08.2019 22:25:19;35074
221;59;30.12.2020 00:50:22;72118
222;531;29.09.2020 13:04:01;64292
223;481;01.09.2018 07:36:41;55098
224;403;09.03.2018 08:44:56;8960
225;73;23.11.2018 06:36:50;74624
226;470;27.02.2019 18:52:01;83055
227;507;14.11.2019 08:23:38;4079
228;141;30.06.2019 00:25:41;1853
229;279;13.11.2019 02:32:52;62705
230;23;19.04.2019 06:16:04;15403
231;442;06.12.2019 03:33:15;74786
232;399;28.08.2019 07:49:47;89652
233;461;03.12.2018 08:29:30;70180
234;206;27.08.2018 02:28:14;3385
235;303;07.05.2018 11:22:34;31414
236;412;04.06.2019 18:30:20;25788
237;426;23.04.2018 07:52:42;89226
238;378;06.03.2019 21:33:15;14553
239;83;19.08.2019 01:28:25;89254
240;454;08.08.2018 20:41:12;10110
241;524;18.11.2018 16:43:24;23083
242;370;17.04.2020 06:40:00;50576
243;507;23.09.2019 04:14:15;57854
244;481;31.10.2018 14:46:39;89024
245;447;23.11.2019 23:03:46;34277
246;38;27.11.2020 18:04:52;47416
247;423;30.03.2020 11:13:02;80169
248;169;13.01.2019 02:14:24;97565
249;386;27.02.2018 22:22:47;75042
250;257;21.12.2020 02:57:02;10954
251;233;26.12.2020 12:41:03;63809
252;153;06.02.2020 05:55:57;94458
253;535;09.04.2018 00:48:19;90653
254;303;03.01.2021 23:09:28;24336
255;307;25.03.2018 21:07:53;2615
256;342;24.09.2019 07:38:08;18593
257;483;18.01.2018 00:20:03;53906
258;119;19.01.2020 06:54:52;99854
259;360;25.05.2019 00:05:03;98873
260;121;05.10.2019 20:51:48;23973
261;183;22.10.2018 03:44:57;60936
262;514;03.08.2018 19:24:08;79808
263;179;24.10.2018 20:44:14;84116
264;9;18.01.2020 12:27:07;35578
265;127;29.05.2019 00:08:45;97650
266;114;30.11.2018 21:01:45;44960
267;440;08.05.2020 12:23:08;32243
268;97;28.03.2019 04:47:02;13554
269;297;06.06.2020 18:53:11;24918
270;482;05.05.2018 17:13:02;95955
271;544;22.10.2019 08:14:19;65667
272;362;09.01.2020 01:31:52;88395
273;433;18.09.2020 05:30:23;8038
274;474;07.12.2020 07:44:37;82864
275;298;27.12.2019 00:42:02;25352
276;83;21.05.2020 15:52:55;39239
277;137;02.02.2018 10:57:47;5495
278;306;15.02.2020 12:32:57;23216
279;214;18.02.2018 22:57:17;33115
280;220;19.11.2020 20:06:14;57052
281;406;03.09.2018 19:51:35;80496
282;254;27.02.2018 11:12:07;59178
283;232;21.01.2018 10:46:02;44397
284;500;05.04.2018 21:55:54;94943
285;325;15.01.2021 17:34:18;26784
286;533;15.11.2019 03:18:48;4675
287;379;13.01.2020 17:38:43;52459
288;551;25.05.2020 22:43:40;52250
289;53;25.04.2020 07:36:14;18522
290;104;21.03.2019 03:57:38;48087
291;126;27.03.2020 07:50:03;13578
292;323;27.04.2018 18:30:44;5670
293;56;31.05.2018 01:57:47;86422
294;92;05.01.2019 07:53:44;52198
295;443;28.05.2019 10:37:18;42245
296;264;29.07.2018 10:38:58;89357
297;202;22.01.2019 04:55:41;11817
298;513;18.09.2020 13:34:37;62880
299;217;20.04.2020 09:43:32;39246
300;150;26.06.2018 06:01:08;3749
301;300;05.01.2018 12:12:09;63599
302;264;05.12.2020 17:52:45;90944
303;104;21.08.2018 08:11:22;56244
304;498;11.12.2019 17:32:38;86077
305;344;17.04.2019 19:32:22;27032
306;28;02.02.2019 00:34:52;98127
307;409;28.08.2020 01:13:56;29648
308;214;15.02.2019 00:53:59;47977
309;111;14.11.2020 23:37:19;16109
310;84;11.04.2019 05:48:26;93853
311;97;24.06.2019 12:08:25;60670
312;326;18.03.2020 18:13:20;42404
313;22;17.05.2018 00:01:59;96037
314;448;21.11.2018 14:23:05;27993
315;370;31.03.2020 07:22:42;96543
316;19;01.10.2019 18:29:24;31085
317;465;08.01.2018 23:01:12;75835
318;337;29.04.2018 01:41:59;46763
319;149;27.12.2019 18:10:36;30480
320;452;25.09.2020 23:46:12;64055
321;378;05.03.2020 17:56:45;24712
322;23;02.06.2018 07:21:16;82819
323;293;19.08.2019 05:37:02;4720
324;169;22.07.2020 06:07:55;86122
325;353;11.11.2018 00:43:11;36634
326;372;15.12.2018 16:52:54;85279
327;221;23.01.2020 00:41:18;29000
328;30;21.03.2020 21:32:14;28157
329;348;29.03.2019 01:42:02;25599
330;252;20.05.2019 00:20:00;63131
331;148;17.06.2020 11:43:06;92747
332;125;30.07.2020 04:32:26;28955
333;246;05.07.2018 19:07:50;59253
334;247;21.11.2018 20:56:16;40393
335;428;04.10.2018 14:33:18;58338
336;334;03.01.2021 18:27:20;47638
337;119;01.09.2020 19:41:30;70002
338;153;20.06.2018 23:49:41;90119
339;194;21.09.2018 06:18:21;24302
340;43;02.08.2020 18:50:42;53543
341;162;10.01.2019 21:38:30;17023
342;97;22.01.2021 14:24:17;1152
343;185;21.08.2020 20:04:47;66633
344;370;24.08.2019 19:09:25;28111
345;324;11.06.2018 09:37:06;81452
346;429;29.05.2018 12:05:23;47854
347;528;30.01.2018 02:02:31;50884
348;156;19.01.2019 05:09:17;27085
349;517;12.03.2020 18:45:48;3221
350;359;30.08.2019 18:38:23;31273
351;220;14.01.2018 00:35:59;24375
352;470;22.01.2021 07:42:07;1766
353;356;21.03.2019 22:26:38;30006
354;118;24.10.2018 12:20:48;77792
355;182;27.12.2020 21:52:21;72794
356;299;11.04.2019 02:17:04;98663
357;206;11.11.2020 03:23:13;90951
358;94;22.03.2020 11:17:05;95172
359;230;29.06.2020 18:32:36;89074
360;258;12.02.2020 05:52:54;21859
361;391;30.05.2019 13:59:15;85264
362;105;23.02.2019 00:48:23;44725
363;317;12.11.2020 23:59:54;17263
364;444;15.05.2020 10:34:15;1895
365;380;30.05.2018 13:11:14;27853
366;287;06.08.2018 11:41:24;89320
367;201;12.11.2019 08:56:00;65361
368;352;22.04.2020 16:18:40;96475
369;297;09.03.2019 21:03:13;84755
370;308;11.05.2020 10:17:27;16444
371;423;27.05.2018 15:01:40;99272
372;94;13.10.2019 21:56:27;27730
373;412;03.10.2018 21:01:53;64807
374;363;11.07.2018 13:37:29;36038
375;498;18.05.2018 08:27:43;85967
376;511;27.07.2020 21:35:50;73776
377;128;21.12.2019 05:45:53;73932
378;216;10.03.2019 18:54:47;65119
379;486;24.04.2019 10:05:15;40060
380;73;18.01.2021 06:04:36;17950
381;430;28.03.2020 06:07:48;66691
382;293;08.11.2020 17:28:19;46749
383;528;28.06.2020 16:04:21;34003
384;144;01.06.2020 08:31:58;40510
385;432;10.11.2018 16:07:39;87478
386;309;07.09.2020 00:21:21;82067
387;156;03.01.2021 03:27:23;56724
388;355;01.08.2019 15:16:58;52358
389;197;29.10.2020 20:17:05;87072
390;136;03.05.2020 01:53:08;3027
391;451;02.06.2019 11:37:15;73433
392;283;11.07.2018 06:05:22;37132
393;207;28.01.2018 22:57:58;79735
394;15;07.10.2020 12:56:13;51518
395;63;12.02.2018 18:18:01;83943
396;15;28.06.2018 23:08:38;87218
397;225;01.04.2019 04:06:59;91455
398;495;07.01.2019 02:03:39;29981
399;301;26.05.2018 05:14:20;31886
400;392;27.07.2018 07:40:52;89719
401;112;03.07.2020 23:40:39;59437
402;554;24.08.2018 22:12:20;25425
403;491;30.11.2018 06:48:12;31243
404;38;10.10.2018 17:10:51;75736
405;457;11.03.2020 01:02:12;50243
406;235;22.10.2020 18:56:46;33115
407;92;31.08.2018 18:23:45;16180
408;11;21.08.2019 11:16:26;35426
409;361;06.06.2020 15:54:51;14376
410;338;19.08.2019 19:03:50;15657
411;452;05.07.2020 18:56:25;80481
412;299;13.09.2019 03:50:31;68523
413;16;01.09.2018 06:40:08;74002
414;51;28.04.2019 02:00:13;26422
415;488;19.06.2019 15:44:33;97143
416;51;22.11.2018 22:55:05;94657
417;65;31.08.2019 01:40:45;6078
418;85;03.01.2021 23:31:23;2178
419;126;10.08.2019 22:49:52;19058
420;159;02.05.2018 07:54:24;66798
421;49;21.06.2019 11:31:49;92191
422;401;06.10.2018 08:43:20;86861
423;245;06.07.2020 19:10:51;37321
424;428;19.07.2019 22:13:17;52480
425;159;15.01.2020 14:34:51;20289
426;449;28.07.2020 08:57:47;21325
427;34;15.10.2020 14:48:10;69845
428;350;04.07.2018 20:39:32;8633
429;344;16.01.2021 06:27:32;82202
430;295;06.06.2018 17:15:05;94187
431;364;13.07.2019 15:34:57;71476
432;189;09.01.2021 21:37:11;80950
433;207;11.06.2020 00:03:34;35330
434;553;23.06.2018 16:33:52;29293
435;270;14.05.2018 06:49:07;97877
436;444;07.03.2019 19:02:24;119
437;469;15.06.2018 03:33:17;5873
438;277;02.08.2019 21:12:02;12962
439;202;27.06.2018 00:06:14;55756
440;442;18.04.2020 15:53:49;85513
441;475;17.11.2020 04:57:01;556
442;156;11.09.2019 12:06:32;21066
443;60;03.07.2020 11:04:09;64892
444;212;02.01.2018 13:27:46;19820
445;282;30.04.2018 12:54:11;4694
446;517;27.08.2019 07:49:34;70733
447;339;27.04.2020 21:26:09;63201
448;284;27.04.2018 22:20:16;14148
449;4;26.08.2020 23:35:30;60533
450;83;09.06.2020 06:01:04;99907
451;554;03.12.2019 22:15:55;22443
452;45;28.11.2019 04:06:17;80721
453;95;11.12.2018 23:11:13;23964
454;505;24.01.2019 00:43:25;28675
455;186;04.08.2019 20:37:45;4528
456;473;10.11.2018 23:38:48;49645
457;477;16.06.2019 13:21:19;3971
458;172;02.05.2019 11:02:35;429
459;437;05.04.2018 08:04:30;66304
460;399;28.06.2020 23:49:35;33504
461;487;08.11.2018 12:20:33;48921
462;113;04.08.2018 07:00:14;3974
463;302;24.04.2018 13:11:21;37476
464;365;13.12.2018 18:06:17;18124
465;121;29.10.2019 20:05:37;29426
466;157;16.09.2019 11:22:43;72243
467;400;14.06.2020 01:29:55;11305
468;273;04.08.2018 01:28:01;54163
469;435;12.06.2019 11:53:58;39269
470;318;25.03.2019 21:54:36;29361
471;202;29.08.2018 20:40:35;41646
472;380;14.11.2018 15:36:35;43635
473;441;11.12.2020 01:38:25;39355
474;161;26.10.2020 10:49:01;49241
475;491;03.05.2018 00:32:28;9123
476;347;11.12.2020 19:07:44;34634
477;127;16.10.2019 20:25:48;74246
478;57;02.02.2021 02:25:22;38163
479;407;19.01.2021 22:23:56;75861
480;44;10.04.2018 04:53:54;31983
481;243;08.09.2020 01:45:31;69703
482;363;24.10.2020 17:00:48;48014
483;200;09.09.2019 02:35:47;74484
484;84;04.12.2020 21:59:26;55972
485;105;06.01.2020 19:46:36;2058
486;74;19.08.2019 13:46:47;32412
487;189;19.12.2018 21:36:48;24193
488;80;23.09.2020 06:31:30;79762
489;426;15.02.2020 19:57:02;16361
490;146;30.03.2020 21:18:01;62104
491;24;03.04.2020 13:09:51;31592
492;249;15.05.2019 22:17:26;99508
493;247;31.10.2020 07:47:20;33518
494;211;09.01.2018 14:15:49;58389
495;190;01.08.2019 22:37:21;84851
496;151;15.10.2019 21:12:37;54482
497;356;02.05.2019 23:44:26;29787
498;311;16.01.2020 22:45:14;91799
499;526;27.12.2018 11:22:45;19357
500;488;19.07.2018 10:44:47;4130
501;549;31.10.2019 13:47:03;31606
502;73;17.01.2020 19:20:55;46388
503;549;29.12.2018 19:44:13;14317
504;554;27.09.2018 05:15:02;17246
505;271;27.02.2020 11:16:58;54050
506;129;08.01.2019 00:42:13;33263
507;137;19.11.2019 08:35:19;24045
508;189;02.04.2020 19:36:51;41203
509;37;12.10.2018 04:12:50;64632
510;32;22.03.2019 20:25:49;28867
511;156;14.12.2019 02:41:59;41604
512;493;11.12.2018 04:30:02;97366
513;9;09.03.2018 01:33:50;97852
514;424;08.04.2020 23:32:41;43856
515;40;27.06.2020 20:31:22;81066
516;401;03.05.2018 11:14:58;64457
517;382;25.03.2018 02:42:29;31960
518;425;16.09.2018 09:01:41;73720
519;56;29.11.2018 21:01:45;55204
520;436;22.03.2019 07:35:41;59769
521;1;12.10.2019 10:19:54;15915
522;545;03.07.2019 07:55:56;44130
523;151;12.05.2020 03:37:10;84094
524;344;10.01.2021 02:58:45;55133
525;387;10.11.2019 12:40:41;65822
526;404;19.03.2018 15:35:59;19876
527;419;04.10.2019 22:33:59;10493
528;368;28.09.2018 07:52:34;39721
529;393;31.08.2018 06:24:39;27140
530;528;23.06.2020 06:56:10;21564
531;108;18.02.2020 03:55:39;29250
532;412;07.12.2018 07:19:00;95913
533;406;30.04.2020 22:32:19;60865
534;320;05.08.2018 08:13:58;58749
535;349;29.04.2019 08:03:28;60221
536;398;11.05.2020 22:51:00;78285
537;164;06.02.2020 19:57:23;54338
538;15;11.09.2018 04:27:46;5965
539;158;24.02.2020 16:55:33;49055
540;260;08.04.2018 12:48:23;82040
541;332;21.04.2019 08:12:49;20374
542;163;24.12.2019 23:36:57;2222
543;374;26.03.2018 18:00:08;61288
544;545;04.10.2018 09:13:18;51204
545;534;27.07.2020 21:47:40;555
546;227;12.03.2018 06:24:34;73515
547;167;14.03.2020 09:11:25;20149
548;139;27.10.2020 04:24:22;39702
549;121;25.07.2019 04:19:30;50439
550;543;12.01.2019 05:18:14;16337
551;8;13.08.2020 00:05:29;95312
552;378;12.10.2020 23:13:55;93384
553;171;28.09.2018 07:05:37;95429
554;507;16.03.2018 18:01:21;19634
555;87;20.03.2018 17:01:07;49522
556;238;06.04.2019 10:30:13;87876
557;47;21.09.2018 19:52:34;86585
558;487;16.12.2019 01:44:01;62821
559;543;04.03.2018 17:13:48;85665
560;502;10.03.2019 14:59:07;40627
561;387;10.05.2020 18:24:54;14752
562;226;02.05.2019 18:57:48;59323
563;289;04.02.2019 21:28:58;63095
564;115;16.01.2020 15:32:37;9745
565;451;13.05.2020 19:36:08;85783
566;465;06.11.2019 22:40:20;60533
567;477;12.07.2018 03:32:45;78108
568;398;17.12.2018 01:17:02;39293
569;469;10.09.2019 11:54:25;80081
570;308;29.05.2018 19:06:22;49302
571;115;10.09.2020 15:21:30;1424
572;536;03.11.2019 04:32:19;47127
573;279;25.06.2018 02:09:02;12440
574;496;08.10.2018 23:37:46;76909
575;21;30.06.2019 05:15:01;60099
576;547;08.02.2018 00:57:19;76856
577;64;23.10.2020 05:27:36;36447
578;249;18.06.2020 12:37:23;29325
579;352;03.01.2020 08:31:41;94537
580;207;24.01.2019 16:15:06;49162
581;286;13.07.2019 04:56:24;88989
582;85;27.10.2020 21:12:34;29698
583;250;07.04.2018 13:52:10;71488
584;454;06.06.2018 04:37:43;5365
585;522;28.02.2020 16:55:17;5849
586;385;21.06.2018 04:23:52;58975
587;260;16.03.2019 09:55:03;14812
588;553;09.02.2020 19:01:35;43222
589;402;26.03.2020 16:39:28;3011
590;46;09.12.2019 05:14:18;93463
591;170;20.06.2018 13:05:27;81555
592;513;19.01.2020 04:21:07;61917
593;481;11.10.2018 23:58:01;44730
594;219;04.04.2019 05:51:49;13645
595;405;29.09.2019 21:07:01;90510
596;311;19.09.2020 15:47:55;77060
597;144;17.08.2018 12:54:58;9929
598;458;02.05.2019 16:13:42;66717
599;248;10.06.2019 09:06:39;37127
600;124;27.06.2018 14:00:30;85788
601;389;05.11.2020 02:44:35;38970
602;244;24.09.2018 11:11:27;88288
603;343;08.04.2019 02:12:09;93204
604;463;17.02.2020 10:36:35;96491
605;85;06.06.2020 23:02:23;91429
606;382;11.05.2018 22:56:19;19967
607;122;15.12.2018 08:25:47;7849
608;61;14.01.2021 23:15:15;14170
609;525;06.04.2019 16:14:20;17232
610;57;11.03.2018 23:47:00;79337
611;165;14.11.2019 10:32:02;30964
612;312;02.06.2018 16:33:58;31584
613;329;04.06.2019 12:45:19;40734
614;283;23.12.2018 01:54:10;47246
615;88;22.02.2018 23:39:52;55200
616;116;29.07.2019 04:52:29;31856
617;267;10.11.2019 15:36:48;73564
618;190;31.01.2018 12:03:55;69872
619;85;03.10.2018 10:20:14;74651
620;197;19.02.2018 09:43:53;78841
621;294;15.08.2019 19:41:27;21127
622;160;03.06.2020 15:41:18;27726
623;292;25.11.2020 09:28:27;15801
624;191;18.01.2021 10:02:49;10968
625;400;24.11.2019 12:42:36;5745
626;545;26.04.2019 15:01:41;79338
627;389;11.01.2021 22:27:03;37431
628;257;17.07.2019 21:41:07;12238
629;349;18.11.2020 03:27:19;30493
630;162;18.10.2018 03:49:59;59819
631;501;01.02.2019 14:59:03;57480
632;288;30.12.2020 05:28:34;6724
633;335;08.02.2019 03:25:13;90010
634;86;18.03.2020 17:43:54;48916
635;344;10.06.2018 00:31:23;36305
636;219;15.05.2018 00:42:27;16841
637;111;23.09.2019 05:21:54;62953
638;433;11.05.2018 06:06:04;77703
639;53;18.06.2019 00:58:42;69076
640;227;20.12.2019 21:36:31;26642
641;284;07.12.2019 20:38:59;57035
642;323;13.04.2020 03:47:19;10836
643;241;21.03.2018 02:56:20;93776
644;281;16.06.2018 13:30:34;12234
645;144;12.11.2019 11:15:06;16463
646;23;03.07.2020 21:21:46;38073
647;18;05.04.2018 12:56:33;88009
648;470;30.08.2020 07:54:26;74047
649;238;13.08.2019 22:33:43;44662
650;338;22.07.2020 03:53:07;11924
651;341;06.01.2018 07:55:06;83322
652;228;30.07.2018 07:52:08;46833
653;460;06.04.2019 15:27:26;3729
654;162;06.10.2018 18:45:44;11631
655;141;26.02.2020 06:19:20;44041
656;223;02.06.2018 08:01:26;41989
657;540;21.09.2018 07:58:25;8435
658;77;15.06.2018 23:00:33;30325
659;287;23.11.2018 02:54:38;33259
660;312;16.11.2020 16:54:58;73950
661;292;17.09.2018 11:04:33;5237
662;133;24.06.2018 10:16:31;80502
663;115;08.06.2020 00:13:32;64586
664;292;05.07.2019 05:00:09;20651
665;69;24.05.2019 21:02:00;4262
666;334;23.09.2018 21:39:30;95695
667;339;04.01.2021 00:29:49;11179
668;149;13.12.2019 06:37:13;27764
669;452;19.05.2020 13:35:52;63336
670;520;14.02.2018 12:41:51;72333
671;546;22.07.2020 22:32:48;25619
672;288;04.12.2020 09:51:51;43626
673;493;22.05.2019 08:14:33;94446
674;350;16.12.2018 14:34:58;51790
675;173;25.05.2020 20:34:21;22352
676;207;16.04.2020 14:54:06;9259
677;306;11.02.2019 02:18:26;82580
678;121;27.10.2020 04:00:42;38975
679;382;04.05.2020 01:02:46;18237
680;253;21.02.2019 10:53:20;25474
681;155;20.04.2018 22:37:39;30862
682;279;26.02.2018 04:57:34;82959
683;396;16.06.2018 00:00:16;94972
684;265;16.01.2020 16:51:59;76414
685;80;17.01.2021 14:43:19;76712
686;400;29.12.2019 09:41:54;13918
687;206;18.06.2019 05:06:09;81190
688;189;01.12.2020 11:58:52;8338
689;417;31.12.2020 21:28:30;82501
690;460;28.03.2020 06:28:26;89150
691;157;14.02.2018 07:47:40;82862
692;549;01.12.2018 07:02:51;91419
693;145;14.09.2018 04:30:50;53079
694;452;25.01.2019 11:19:50;70790
695;353;13.11.2020 12:32:33;45272
696;381;28.03.2019 00:11:38;46674
697;326;01.09.2019 10:39:05;68420
698;109;13.09.2018 10:00:53;79011
